Grupo Indicador;Indicador;Serie;Regiao;Base;Unidade;Periodicidade;Status;Ano;Trimestre;Mês;Data;Valor
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2013;1;Jan;41275;97,1
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2013;1;Fev;41306;85,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2013;1;Mar;41334;100,2
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2013;2;Abr;41365;96,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2013;2;Mai;41395;100,7
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2013;2;Jun;41426;97
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2013;3;Jul;41456;103
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2013;3;Ago;41487;105,6
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2013;3;Set;41518;98,6
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2013;4;Out;41548;105,4
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2013;4;Nov;41579;106,1
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2013;4;Dez;41609;123,7
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2014;1;Jan;41640;101,7
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2014;1;Fev;41671;92,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2014;1;Mar;41699;94,6
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2014;2;Abr;41730;96,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2014;2;Mai;41760;101,4
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2014;2;Jun;41791;91,2
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2014;3;Jul;41821;97,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2014;3;Ago;41852;98,5
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2014;3;Set;41883;97,4
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2014;4;Out;41913;102,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2014;4;Nov;41944;103,6
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2014;4;Dez;41974;121
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;1;Jan;42005;96,7
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;1;Fev;42036;83,3
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;1;Mar;42064;93,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;2;Abr;42095;88,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;2;Mai;42125;90,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;2;Jun;42156;87,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;3;Jul;42186;91,1
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;3;Ago;42217;89
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;3;Set;42248;86,2
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;4;Out;42278;90,7
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;4;Nov;42309;89,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;4;Dez;42339;107,8
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;1;Jan;42370;83
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;1;Fev;42401;78,7
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;1;Mar;42430;86,4
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;2;Abr;42461;80,7
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;2;Mai;42491;81,6
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;2;Jun;42522;80,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;3;Jul;42552;81,4
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;3;Ago;42583;82,2
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;3;Set;42614;78,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;4;Out;42644;81,6
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;4;Nov;42675;85,2
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;4;Dez;42705;100,5
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;1;Jan;42736;83
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;1;Fev;42767;74,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;1;Mar;42795;84,8
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;2;Abr;42826;80,2
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;2;Mai;42856;85,6
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;2;Jun;42887;84,4
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;3;Jul;42917;86
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;3;Ago;42948;88,5
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;3;Set;42979;86,1
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;4;Out;43009;87,8
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;4;Nov;43040;92,6
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;4;Dez;43070;107,4
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2018;1;Jan;43101;88,3
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2018;1;Fev;43132;78,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2018;1;Mar;43160;92,3
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2018;2;Abr;43191;87,2
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2018;2;Mai;43221;87,99068022
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2012;1;Jan;40909;87,6
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2012;1;Fev;40940;86,1
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2012;1;Mar;40969;93,6
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2012;2;Abr;41000;89,3
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2012;2;Mai;41030;94
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2012;2;Jun;41061;92,4
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2012;3;Jul;41091;93,7
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2012;3;Ago;41122;96,6
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2012;3;Set;41153;93,7
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2012;4;Out;41183;97,5
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2012;4;Nov;41214;96,4
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2012;4;Dez;41244;103,3
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2013;1;Jan;41275;92
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2013;1;Fev;41306;88,1
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2013;1;Mar;41334;95,3
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2013;2;Abr;41365;96,4
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2013;2;Mai;41395;97,3
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2013;2;Jun;41426;96,2
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2013;3;Jul;41456;98,7
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2013;3;Ago;41487;98,7
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2013;3;Set;41518;98,3
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2013;4;Out;41548;101,6
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2013;4;Nov;41579;100,6
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2013;4;Dez;41609;106,9
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2014;1;Jan;41640;97,1
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2014;1;Fev;41671;94,2
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2014;1;Mar;41699;98
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2014;2;Abr;41730;98
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2014;2;Mai;41760;100
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2014;2;Jun;41791;97,7
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2014;3;Jul;41821;100,8
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2014;3;Ago;41852;100,2
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2014;3;Set;41883;101,4
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2014;4;Out;41913;103,6
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2014;4;Nov;41944;101,6
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2014;4;Dez;41974;107,5
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;1;Jan;42005;94
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;1;Fev;42036;90,6
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;1;Mar;42064;100,2
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;2;Abr;42095;95,2
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;2;Mai;42125;96,9
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;2;Jun;42156;95,5
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;3;Jul;42186;96,5
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;3;Ago;42217;96,6
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;3;Set;42248;96,5
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;4;Out;42278;97,6
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;4;Nov;42309;95,1
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;4;Dez;42339;102,1
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;1;Jan;42370;89,3
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;1;Fev;42401;87,1
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;1;Mar;42430;94,3
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;2;Abr;42461;90,6
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;2;Mai;42491;91
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;2;Jun;42522;92,3
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;3;Jul;42552;92,2
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;3;Ago;42583;92,8
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;3;Set;42614;91,8
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;4;Out;42644;90,2
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;4;Nov;42675;90,7
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;4;Dez;42705;96,3
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;1;Jan;42736;86,2
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;1;Fev;42767;82,4
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;1;Mar;42795;89,4
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;2;Abr;42826;85,4
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;2;Mai;42856;89,3
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;2;Jun;42887;89,5
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;3;Jul;42917;89,2
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;3;Ago;42948;90,5
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;3;Set;42979;88,9
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;4;Out;43009;89,8
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;4;Nov;43040;90,1
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;4;Dez;43070;96,8
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2018;1;Jan;43101;84,9
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2018;1;Fev;43132;80,5
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2018;1;Mar;43160;88,6
Industria e comercio;PMS;indice de volume de servicos;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2018;2;Abr;43191;87,3
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2003;1;Jan;37622;74
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2003;1;Fev;37653;71,8
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2003;1;Mar;37681;77,4
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2003;2;Abr;37712;76,5
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2003;2;Mai;37742;79,7
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2003;2;Jun;37773;76,3
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2003;3;Jul;37803;81,3
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2003;3;Ago;37834;81,6
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2003;3;Set;37865;85,7
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2003;4;Out;37895;90
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2003;4;Nov;37926;84,6
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2003;4;Dez;37956;77,9
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2004;1;Jan;37987;76,8
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2004;1;Fev;38018;74
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2004;1;Mar;38047;86,9
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2004;2;Abr;38078;82,2
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2004;2;Mai;38108;86,3
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2004;2;Jun;38139;86,1
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2004;3;Jul;38169;90,1
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2004;3;Ago;38200;92,1
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2004;3;Set;38231;92,1
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2004;4;Out;38261;93,5
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2004;4;Nov;38292;91,8
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2004;4;Dez;38322;84,7
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2005;1;Jan;38353;81
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2005;1;Fev;38384;76,4
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2005;1;Mar;38412;88
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2005;2;Abr;38443;87
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2005;2;Mai;38473;91,1
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2005;2;Jun;38504;91,4
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2005;3;Jul;38534;90,5
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2005;3;Ago;38565;95,6
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2005;3;Set;38596;92
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2005;4;Out;38626;93,7
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2005;4;Nov;38657;92,4
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2005;4;Dez;38687;86,6
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2006;1;Jan;38718;83,7
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2006;1;Fev;38749;80,2
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2006;1;Mar;38777;92,4
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2006;2;Abr;38808;85,7
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2006;2;Mai;38838;95,4
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2006;2;Jun;38869;91,1
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2006;3;Jul;38899;93,8
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2006;3;Ago;38930;98,6
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2006;3;Set;38961;93,2
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2006;4;Out;38991;97,5
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2006;4;Nov;39022;95,9
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2006;4;Dez;39052;87
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2007;1;Jan;39083;87
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2007;1;Fev;39114;82,6
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2007;1;Mar;39142;96,4
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2007;2;Abr;39173;90,6
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2007;2;Mai;39203;99,9
Industria e comercio;PIM;indice de Producao Fisica Industrial - Industria geral;Brasil;Original;indice (media 2012 = 100);Mensal;Actual;2007;2;Jun;39234;96,9
